c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_logscop_directexpr_norootlp_20260521 /bench/competition/2022-2025/COP22to25/Cargo-07-1s-133_c24.xml.lzma --encoder log-scop --cop-objective-cut direct-expr --order-ge-table mdd-tl --no-root-lp-bound --progress
c 00h00m00s | solve:start
c 00h00m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=28000000 bytes=7225266176 interval_clauses=1000000
c 00h00m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=29000000 bytes=7328788480 interval_clauses=1000000
c 00h00m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=30000000 bytes=7431626752 interval_clauses=1000000
c 00h00m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=31000000 bytes=7544815616 interval_clauses=1000000
c 00h00m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=32000000 bytes=7646842880 interval_clauses=1000000
c 00h00m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=33000000 bytes=7750971392 interval_clauses=1000000
c 00h00m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=34000000 bytes=7856062464 interval_clauses=1000000
c 00h00m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=35000000 bytes=7966494720 interval_clauses=1000000
c 00h00m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=36000000 bytes=11922055168 interval_clauses=1000000
c 00h00m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=37000000 bytes=11954233344 interval_clauses=1000000
c 00h00m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=38000000 bytes=12060889088 interval_clauses=1000000
c 00h00m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=39000000 bytes=12171915264 interval_clauses=1000000
c 00h00m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=40000000 bytes=12275167232 interval_clauses=1000000
c 00h00m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=41000000 bytes=12374925312 interval_clauses=1000000
c 00h00m35s | stage:encode(log-scop):done ms=22509 sat_vars=27360943 sat_clauses=41205560 ext_ge_specs=0 relaxed_circuits=0 log_scop_pb_constraints=1651713 log_scop_pb_mixed=0 log_scop_pb_bdd2=1651713 log_scop_pb_bdd3=0 log_scop_pb_sorter=0 log_scop_pb_dadda=0 log_scop_bdd_raw=1651713 log_scop_bdd_binary=0 log_scop_bdd_multibase=0
c 00h00m36s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h00m36s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=1 cop_cegar_rounds=1 assumptions=0 phase_lits=0
c 00h09m11s | stage:sat:solve:done round=1 ms=514174 result=Sat assumptions=0 phase_lits=0
c 00h09m11s | stage:decode:start round=1 requested_int_ids=205
c 00h09m12s | stage:decode:final:start round=1 requested_int_ids=205
c 00h09m12s | stage:decode:done round=1 int_assignments=205
c 00h09m12s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=1 cumulative_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=1 cop_cegar_added_clauses=0
c 00h09m12s | result:Sat
c 00h09m12s | objective:incumbent kind=initial value=38863 rounds=1 improvements=0
o 38863
c 00h09m12s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h09m12s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=2 cop_cegar_rounds=2 assumptions=0 phase_lits=2025
c 00h10m46s | stage:sat:solve:done round=1 ms=94173 result=Sat assumptions=0 phase_lits=2025
c 00h10m46s | stage:decode:start round=1 requested_int_ids=205
c 00h10m48s | stage:decode:final:start round=1 requested_int_ids=205
c 00h10m48s | stage:decode:done round=1 int_assignments=205
c 00h10m48s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=2 cumulative_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=2 cop_cegar_added_clauses=0
c 00h10m48s | result:Sat
c 00h10m48s | objective:incumbent kind=improvement value=31586 rounds=2 improvements=1
o 31586
c 00h10m48s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h10m48s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=3 cop_cegar_rounds=3 assumptions=0 phase_lits=2025
c 00h10m52s | stage:sat:solve:done round=1 ms=4332 result=Sat assumptions=0 phase_lits=2025
c 00h10m52s | stage:decode:start round=1 requested_int_ids=205
c 00h10m53s | stage:decode:final:start round=1 requested_int_ids=205
c 00h10m53s | stage:decode:done round=1 int_assignments=205
c 00h10m53s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=3 cumulative_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=3 cop_cegar_added_clauses=0
c 00h10m53s | result:Sat
c 00h10m53s | objective:incumbent kind=improvement value=31579 rounds=3 improvements=2
o 31579
c 00h10m53s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h10m53s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=4 cop_cegar_rounds=4 assumptions=0 phase_lits=2025
c 00h10m57s | stage:sat:solve:done round=1 ms=3718 result=Sat assumptions=0 phase_lits=2025
c 00h10m57s | stage:decode:start round=1 requested_int_ids=205
c 00h10m58s | stage:relaxation:done round=1 clauses_added=64129 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=64129 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=4 cumulative_cegar_added_clauses=0 cop_cegar_failures=1 cop_cegar_rounds=4 cop_cegar_added_clauses=64129
c 00h10m59s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=5 cop_cegar_rounds=5 assumptions=0 phase_lits=2025
c 00h11m52s | stage:sat:solve:done round=2 ms=53219 result=Sat assumptions=0 phase_lits=2025
c 00h11m52s | stage:decode:start round=2 requested_int_ids=205
c 00h11m53s | stage:decode:final:start round=2 requested_int_ids=205
c 00h11m53s | stage:decode:done round=2 int_assignments=205
c 00h11m53s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=5 cumulative_cegar_added_clauses=0 cop_cegar_failures=1 cop_cegar_rounds=5 cop_cegar_added_clauses=64129
c 00h11m53s | result:Sat
c 00h11m53s | objective:incumbent kind=improvement value=27391 rounds=4 improvements=3
o 27391
c 00h11m53s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h11m53s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=6 cop_cegar_rounds=6 assumptions=0 phase_lits=2025
c 00h11m57s | stage:sat:solve:done round=1 ms=4110 result=Sat assumptions=0 phase_lits=2025
c 00h11m57s | stage:decode:start round=1 requested_int_ids=205
c 00h11m59s | stage:relaxation:done round=1 clauses_added=28 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=28 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=6 cumulative_cegar_added_clauses=0 cop_cegar_failures=2 cop_cegar_rounds=6 cop_cegar_added_clauses=64157
c 00h11m59s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=7 cop_cegar_rounds=7 assumptions=0 phase_lits=2025
c 00h11m59s | stage:sat:solve:done round=2 ms=345 result=Sat assumptions=0 phase_lits=2025
c 00h11m59s | stage:decode:start round=2 requested_int_ids=205
c 00h12m00s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m00s | stage:decode:done round=2 int_assignments=205
c 00h12m00s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=7 cumulative_cegar_added_clauses=0 cop_cegar_failures=2 cop_cegar_rounds=7 cop_cegar_added_clauses=64157
c 00h12m00s | result:Sat
c 00h12m00s | objective:incumbent kind=improvement value=26330 rounds=5 improvements=4
o 26330
c 00h12m00s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m00s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=8 cop_cegar_rounds=8 assumptions=0 phase_lits=2025
c 00h12m04s | stage:sat:solve:done round=1 ms=3872 result=Sat assumptions=0 phase_lits=2025
c 00h12m04s | stage:decode:start round=1 requested_int_ids=205
c 00h12m06s | stage:relaxation:done round=1 clauses_added=28 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=28 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=8 cumulative_cegar_added_clauses=0 cop_cegar_failures=3 cop_cegar_rounds=8 cop_cegar_added_clauses=64185
c 00h12m06s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=9 cop_cegar_rounds=9 assumptions=0 phase_lits=2025
c 00h12m18s | stage:sat:solve:done round=2 ms=12136 result=Sat assumptions=0 phase_lits=2025
c 00h12m18s | stage:decode:start round=2 requested_int_ids=205
c 00h12m19s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m19s | stage:decode:done round=2 int_assignments=205
c 00h12m19s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=9 cumulative_cegar_added_clauses=0 cop_cegar_failures=3 cop_cegar_rounds=9 cop_cegar_added_clauses=64185
c 00h12m19s | result:Sat
c 00h12m19s | objective:incumbent kind=improvement value=25215 rounds=6 improvements=5
o 25215
c 00h12m19s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m19s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=10 cop_cegar_rounds=10 assumptions=0 phase_lits=2025
c 00h12m23s | stage:sat:solve:done round=1 ms=3914 result=Sat assumptions=0 phase_lits=2025
c 00h12m23s | stage:decode:start round=1 requested_int_ids=205
c 00h12m25s | stage:relaxation:done round=1 clauses_added=27 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=27 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=10 cumulative_cegar_added_clauses=0 cop_cegar_failures=4 cop_cegar_rounds=10 cop_cegar_added_clauses=64212
c 00h12m25s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=11 cop_cegar_rounds=11 assumptions=0 phase_lits=2025
c 00h12m25s | stage:sat:solve:done round=2 ms=288 result=Sat assumptions=0 phase_lits=2025
c 00h12m25s | stage:decode:start round=2 requested_int_ids=205
c 00h12m26s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m26s | stage:decode:done round=2 int_assignments=205
c 00h12m26s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=11 cumulative_cegar_added_clauses=0 cop_cegar_failures=4 cop_cegar_rounds=11 cop_cegar_added_clauses=64212
c 00h12m26s | result:Sat
c 00h12m26s | objective:incumbent kind=improvement value=25214 rounds=7 improvements=6
o 25214
c 00h12m26s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m26s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=12 cop_cegar_rounds=12 assumptions=0 phase_lits=2025
c 00h12m27s | stage:sat:solve:done round=1 ms=334 result=Sat assumptions=0 phase_lits=2025
c 00h12m27s | stage:decode:start round=1 requested_int_ids=205
c 00h12m28s | stage:relaxation:done round=1 clauses_added=26 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=26 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=12 cumulative_cegar_added_clauses=0 cop_cegar_failures=5 cop_cegar_rounds=12 cop_cegar_added_clauses=64238
c 00h12m28s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=13 cop_cegar_rounds=13 assumptions=0 phase_lits=2025
c 00h12m28s | stage:sat:solve:done round=2 ms=287 result=Sat assumptions=0 phase_lits=2025
c 00h12m28s | stage:decode:start round=2 requested_int_ids=205
c 00h12m30s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m30s | stage:decode:done round=2 int_assignments=205
c 00h12m30s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=13 cumulative_cegar_added_clauses=0 cop_cegar_failures=5 cop_cegar_rounds=13 cop_cegar_added_clauses=64238
c 00h12m30s | result:Sat
c 00h12m30s | objective:incumbent kind=improvement value=25212 rounds=8 improvements=7
o 25212
c 00h12m30s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m30s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=14 cop_cegar_rounds=14 assumptions=0 phase_lits=2025
c 00h12m30s | stage:sat:solve:done round=1 ms=282 result=Sat assumptions=0 phase_lits=2025
c 00h12m30s | stage:decode:start round=1 requested_int_ids=205
c 00h12m31s | stage:relaxation:done round=1 clauses_added=25 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=25 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=14 cumulative_cegar_added_clauses=0 cop_cegar_failures=6 cop_cegar_rounds=14 cop_cegar_added_clauses=64263
c 00h12m31s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=15 cop_cegar_rounds=15 assumptions=0 phase_lits=2025
c 00h12m31s | stage:sat:solve:done round=2 ms=269 result=Sat assumptions=0 phase_lits=2025
c 00h12m31s | stage:decode:start round=2 requested_int_ids=205
c 00h12m33s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m33s | stage:decode:done round=2 int_assignments=205
c 00h12m33s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=15 cumulative_cegar_added_clauses=0 cop_cegar_failures=6 cop_cegar_rounds=15 cop_cegar_added_clauses=64263
c 00h12m33s | result:Sat
c 00h12m33s | objective:incumbent kind=improvement value=25208 rounds=9 improvements=8
o 25208
c 00h12m33s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m33s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=16 cop_cegar_rounds=16 assumptions=0 phase_lits=2025
c 00h12m33s | stage:sat:solve:done round=1 ms=278 result=Sat assumptions=0 phase_lits=2025
c 00h12m33s | stage:decode:start round=1 requested_int_ids=205
c 00h12m34s | stage:relaxation:done round=1 clauses_added=24 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=24 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=16 cumulative_cegar_added_clauses=0 cop_cegar_failures=7 cop_cegar_rounds=16 cop_cegar_added_clauses=64287
c 00h12m34s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=17 cop_cegar_rounds=17 assumptions=0 phase_lits=2025
c 00h12m47s | stage:sat:solve:done round=2 ms=12906 result=Sat assumptions=0 phase_lits=2025
c 00h12m47s | stage:decode:start round=2 requested_int_ids=205
c 00h12m49s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m49s | stage:decode:done round=2 int_assignments=205
c 00h12m49s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=17 cumulative_cegar_added_clauses=0 cop_cegar_failures=7 cop_cegar_rounds=17 cop_cegar_added_clauses=64287
c 00h12m49s | result:Sat
c 00h12m49s | objective:incumbent kind=improvement value=24482 rounds=10 improvements=9
o 24482
c 00h12m49s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m49s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=18 cop_cegar_rounds=18 assumptions=0 phase_lits=2025
c 00h12m53s | stage:sat:solve:done round=1 ms=3913 result=Sat assumptions=0 phase_lits=2025
c 00h12m53s | stage:decode:start round=1 requested_int_ids=205
c 00h12m54s | stage:relaxation:done round=1 clauses_added=30 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=30 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=18 cumulative_cegar_added_clauses=0 cop_cegar_failures=8 cop_cegar_rounds=18 cop_cegar_added_clauses=64317
c 00h12m54s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=19 cop_cegar_rounds=19 assumptions=0 phase_lits=2025
c 00h12m54s | stage:sat:solve:done round=2 ms=419 result=Sat assumptions=0 phase_lits=2025
c 00h12m54s | stage:decode:start round=2 requested_int_ids=205
c 00h12m56s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m56s | stage:decode:done round=2 int_assignments=205
c 00h12m56s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=19 cumulative_cegar_added_clauses=0 cop_cegar_failures=8 cop_cegar_rounds=19 cop_cegar_added_clauses=64317
c 00h12m56s | result:Sat
c 00h12m56s | objective:incumbent kind=improvement value=24416 rounds=11 improvements=10
o 24416
c 00h12m56s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m56s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=20 cop_cegar_rounds=20 assumptions=0 phase_lits=2025
c 00h12m56s | stage:sat:solve:done round=1 ms=300 result=Sat assumptions=0 phase_lits=2025
c 00h12m56s | stage:decode:start round=1 requested_int_ids=205
c 00h12m57s | stage:relaxation:done round=1 clauses_added=22 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=22 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=20 cumulative_cegar_added_clauses=0 cop_cegar_failures=9 cop_cegar_rounds=20 cop_cegar_added_clauses=64339
c 00h12m57s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=21 cop_cegar_rounds=21 assumptions=0 phase_lits=2025
c 00h12m58s | stage:sat:solve:done round=2 ms=320 result=Sat assumptions=0 phase_lits=2025
c 00h12m58s | stage:decode:start round=2 requested_int_ids=205
c 00h12m59s | stage:decode:final:start round=2 requested_int_ids=205
c 00h12m59s | stage:decode:done round=2 int_assignments=205
c 00h12m59s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=21 cumulative_cegar_added_clauses=0 cop_cegar_failures=9 cop_cegar_rounds=21 cop_cegar_added_clauses=64339
c 00h12m59s | result:Sat
c 00h12m59s | objective:incumbent kind=improvement value=24192 rounds=12 improvements=11
o 24192
c 00h12m59s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h12m59s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=22 cop_cegar_rounds=22 assumptions=0 phase_lits=2025
c 00h12m59s | stage:sat:solve:done round=1 ms=325 result=Sat assumptions=0 phase_lits=2025
c 00h12m59s | stage:decode:start round=1 requested_int_ids=205
c 00h13m01s | stage:relaxation:done round=1 clauses_added=17 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=17 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=22 cumulative_cegar_added_clauses=0 cop_cegar_failures=10 cop_cegar_rounds=22 cop_cegar_added_clauses=64356
c 00h13m01s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=23 cop_cegar_rounds=23 assumptions=0 phase_lits=2025
c 00h13m25s | stage:sat:solve:done round=2 ms=24082 result=Sat assumptions=0 phase_lits=2025
c 00h13m25s | stage:decode:start round=2 requested_int_ids=205
c 00h13m26s | stage:decode:final:start round=2 requested_int_ids=205
c 00h13m26s | stage:decode:done round=2 int_assignments=205
c 00h13m26s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=23 cumulative_cegar_added_clauses=0 cop_cegar_failures=10 cop_cegar_rounds=23 cop_cegar_added_clauses=64356
c 00h13m26s | result:Sat
c 00h13m26s | objective:incumbent kind=improvement value=22639 rounds=13 improvements=12
o 22639
c 00h13m26s | stage:sat:init solver=CaDiCaL vars=27360943 clauses=41205560
c 00h13m26s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=24 cop_cegar_rounds=24 assumptions=0 phase_lits=2025
c 00h13m30s | stage:sat:solve:done round=1 ms=4004 result=Sat assumptions=0 phase_lits=2025
c 00h13m30s | stage:decode:start round=1 requested_int_ids=205
