c cmd: /host-parser-bin/kat_xcsp_40f9aa91ad76_csp800_20260526 /bench/competition/2022-2025/CSP22to25/WordSquare-hak-11-ogd2008_c24.xml.lzma --eq-ne-encoding direct --direct-eq-ne-max-arity 2 --table-encoding mdd-tl --progress --encoder log-scop --log-scop-linear-pb-backend auto --log-scop-bdd-decomposition auto --log-scop-aggregate-weighted-lits
c version: kat-cli=0.1.0 git=40f9aa91ad76-clean
c run_start_local: 2026-05-27 05:39:16 +0900
c 00h00m00s | solve:start
c 00h02m19s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=93000000 bytes=27050950656 interval_clauses=1000000
c 00h02m20s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=94000000 bytes=27151826944 interval_clauses=1000000
c 00h02m20s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=95000000 bytes=27250196480 interval_clauses=1000000
c 00h02m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=96000000 bytes=27352768512 interval_clauses=1000000
c 00h02m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=97000000 bytes=27452375040 interval_clauses=1000000
c 00h02m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=98000000 bytes=27573772288 interval_clauses=1000000
c 00h02m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=99000000 bytes=27671957504 interval_clauses=1000000
c 00h02m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=100000000 bytes=27770265600 interval_clauses=1000000
c 00h02m23s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=101000000 bytes=27880542208 interval_clauses=1000000
c 00h02m23s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=102000000 bytes=27972292608 interval_clauses=1000000
c 00h02m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=103000000 bytes=28066504704 interval_clauses=1000000
c 00h02m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=104000000 bytes=28164907008 interval_clauses=1000000
c 00h02m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=105000000 bytes=28292288512 interval_clauses=1000000
c 00h02m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=106000000 bytes=28390809600 interval_clauses=1000000
c 00h02m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=107000000 bytes=28487102464 interval_clauses=1000000
c 00h02m26s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=108000000 bytes=28581851136 interval_clauses=1000000
c 00h02m26s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=109000000 bytes=28686876672 interval_clauses=1000000
c 00h02m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=110000000 bytes=28782166016 interval_clauses=1000000
c 00h02m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=111000000 bytes=28877451264 interval_clauses=1000000
c 00h02m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=112000000 bytes=29251784704 interval_clauses=1000000
c 00h02m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=113000000 bytes=29284130816 interval_clauses=1000000
c 00h02m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=114000000 bytes=29330862080 interval_clauses=1000000
c 00h02m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=115000000 bytes=29425127424 interval_clauses=1000000
c 00h02m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=116000000 bytes=29536952320 interval_clauses=1000000
c 00h02m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=117000000 bytes=29649661952 interval_clauses=1000000
c 00h02m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=118000000 bytes=29745442816 interval_clauses=1000000
c 00h02m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=119000000 bytes=29846695936 interval_clauses=1000000
c 00h02m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=120000000 bytes=29954359296 interval_clauses=1000000
c 00h02m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=121000000 bytes=30081224704 interval_clauses=1000000
c 00h02m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=122000000 bytes=30180200448 interval_clauses=1000000
c 00h02m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=123000000 bytes=30281711616 interval_clauses=1000000
c 00h02m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=124000000 bytes=30387097600 interval_clauses=1000000
c 00h02m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=125000000 bytes=30486720512 interval_clauses=1000000
c 00h02m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=126000000 bytes=30586830848 interval_clauses=1000000
c 00h02m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=127000000 bytes=30687023104 interval_clauses=1000000
c 00h02m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=128000000 bytes=30857433088 interval_clauses=1000000
c 00h02m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=129000000 bytes=30951424000 interval_clauses=1000000
c 00h02m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=130000000 bytes=31048491008 interval_clauses=1000000
c 00h02m36s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=131000000 bytes=31155191808 interval_clauses=1000000
c 00h02m36s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=132000000 bytes=31261335552 interval_clauses=1000000
c 00h02m45s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=133000000 bytes=45614940160 interval_clauses=1000000
c 00h02m46s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=134000000 bytes=45711347712 interval_clauses=1000000
c 00h02m46s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=135000000 bytes=45828476928 interval_clauses=1000000
c 00h02m47s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=136000000 bytes=45928558592 interval_clauses=1000000
c 00h02m47s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=137000000 bytes=46027182080 interval_clauses=1000000
c 00h02m48s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=138000000 bytes=46123302912 interval_clauses=1000000
c 00h02m48s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=139000000 bytes=46219685888 interval_clauses=1000000
c 00h02m49s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=140000000 bytes=46322401280 interval_clauses=1000000
c 00h02m49s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=141000000 bytes=46549835776 interval_clauses=1000000
c 00h02m50s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=142000000 bytes=46619852800 interval_clauses=1000000
c 00h02m50s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=143000000 bytes=46724636672 interval_clauses=1000000
c 00h02m50s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=144000000 bytes=46819110912 interval_clauses=1000000
c 00h02m51s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=145000000 bytes=46918070272 interval_clauses=1000000
c 00h02m51s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=146000000 bytes=47010451456 interval_clauses=1000000
c 00h02m52s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=147000000 bytes=47110533120 interval_clauses=1000000
c 00h02m52s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=148000000 bytes=47234568192 interval_clauses=1000000
c 00h02m53s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=149000000 bytes=47335350272 interval_clauses=1000000
c 00h02m53s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=150000000 bytes=47445250048 interval_clauses=1000000
c 00h02m53s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=151000000 bytes=47538724864 interval_clauses=1000000
c 00h02m54s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=152000000 bytes=47636770816 interval_clauses=1000000
c 00h02m54s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=153000000 bytes=47731015680 interval_clauses=1000000
c 00h02m55s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=154000000 bytes=47824969728 interval_clauses=1000000
c 00h02m55s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=155000000 bytes=47958142976 interval_clauses=1000000
c 00h02m56s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=156000000 bytes=48058560512 interval_clauses=1000000
c 00h02m56s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=157000000 bytes=48150585344 interval_clauses=1000000
c 00h02m57s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=158000000 bytes=48253116416 interval_clauses=1000000
c 00h02m57s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=159000000 bytes=48354795520 interval_clauses=1000000
c 00h02m57s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=160000000 bytes=48449007616 interval_clauses=1000000
c 00h02m58s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=161000000 bytes=48547098624 interval_clauses=1000000
c 00h02m58s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=162000000 bytes=48668516352 interval_clauses=1000000
c 00h02m59s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=163000000 bytes=48774328320 interval_clauses=1000000
c 00h02m59s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=164000000 bytes=48868249600 interval_clauses=1000000
c 00h03m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=165000000 bytes=48966635520 interval_clauses=1000000
c 00h03m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=166000000 bytes=49061236736 interval_clauses=1000000
c 00h03m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=167000000 bytes=49161953280 interval_clauses=1000000
c 00h03m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=168000000 bytes=49254748160 interval_clauses=1000000
c 00h03m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=169000000 bytes=49607417856 interval_clauses=1000000
c 00h03m02s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=170000000 bytes=49658470400 interval_clauses=1000000
c 00h03m02s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=171000000 bytes=49714229248 interval_clauses=1000000
c 00h03m03s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=172000000 bytes=49817501696 interval_clauses=1000000
c 00h03m03s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=173000000 bytes=49921015808 interval_clauses=1000000
c 00h03m04s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=174000000 bytes=50037596160 interval_clauses=1000000
c 00h03m04s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=175000000 bytes=50138697728 interval_clauses=1000000
c 00h03m04s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=176000000 bytes=50239782912 interval_clauses=1000000
c 00h03m05s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=177000000 bytes=50340769792 interval_clauses=1000000
c 00h03m05s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=178000000 bytes=50483912704 interval_clauses=1000000
c 00h03m06s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=179000000 bytes=50579435520 interval_clauses=1000000
c 00h03m06s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=180000000 bytes=50678661120 interval_clauses=1000000
c 00h03m07s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=181000000 bytes=50774810624 interval_clauses=1000000
c 00h03m07s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=182000000 bytes=50879918080 interval_clauses=1000000
c 00h03m08s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=183000000 bytes=50979520512 interval_clauses=1000000
c 00h03m08s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=184000000 bytes=51077033984 interval_clauses=1000000
c 00h03m08s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=185000000 bytes=51245109248 interval_clauses=1000000
c 00h03m09s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=186000000 bytes=51346284544 interval_clauses=1000000
c 00h03m09s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=187000000 bytes=51450593280 interval_clauses=1000000
c 00h03m10s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=188000000 bytes=51549003776 interval_clauses=1000000
c 00h03m10s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=189000000 bytes=51643269120 interval_clauses=1000000
c 00h03m11s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=190000000 bytes=51743068160 interval_clauses=1000000
c 00h03m11s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=191000000 bytes=51881377792 interval_clauses=1000000
c 00h03m12s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=192000000 bytes=51982139392 interval_clauses=1000000
c 00h03m12s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=193000000 bytes=52076314624 interval_clauses=1000000
