c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_logscop_directexpr_norootlp_20260521 /bench/competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-020_c25.xml.lzma --encoder log-scop --cop-objective-cut direct-expr --order-ge-table mdd-tl --no-root-lp-bound --progress
c 00h00m00s | solve:start
c 00h01m55s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=26000000 bytes=12052762624 interval_clauses=1000000
c 00h01m55s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=27000000 bytes=12153761792 interval_clauses=1000000
c 00h01m55s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=28000000 bytes=12258648064 interval_clauses=1000000
c 00h01m56s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=29000000 bytes=12354908160 interval_clauses=1000000
c 00h01m56s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=30000000 bytes=12453376000 interval_clauses=1000000
c 00h01m57s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=31000000 bytes=12558651392 interval_clauses=1000000
c 00h01m57s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=32000000 bytes=12656074752 interval_clauses=1000000
c 00h01m58s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=33000000 bytes=12757176320 interval_clauses=1000000
c 00h01m58s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=34000000 bytes=12855500800 interval_clauses=1000000
c 00h01m59s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=35000000 bytes=12959617024 interval_clauses=1000000
c 00h01m59s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=36000000 bytes=13056413696 interval_clauses=1000000
c 00h02m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=37000000 bytes=13155880960 interval_clauses=1000000
c 00h02m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=38000000 bytes=13254909952 interval_clauses=1000000
c 00h02m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=39000000 bytes=13367296000 interval_clauses=1000000
c 00h02m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=40000000 bytes=13467717632 interval_clauses=1000000
c 00h02m02s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=41000000 bytes=13568548864 interval_clauses=1000000
c 00h02m02s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=42000000 bytes=13668958208 interval_clauses=1000000
c 00h02m03s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=43000000 bytes=13774905344 interval_clauses=1000000
c 00h02m03s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=44000000 bytes=13875929088 interval_clauses=1000000
c 00h02m04s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=45000000 bytes=13974573056 interval_clauses=1000000
c 00h02m04s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=46000000 bytes=14075895808 interval_clauses=1000000
c 00h02m05s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=47000000 bytes=14184095744 interval_clauses=1000000
c 00h02m09s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=48000000 bytes=19903369216 interval_clauses=1000000
c 00h02m09s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=49000000 bytes=20002975744 interval_clauses=1000000
c 00h02m10s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=50000000 bytes=20106428416 interval_clauses=1000000
c 00h02m10s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=51000000 bytes=20213112832 interval_clauses=1000000
c 00h02m10s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=52000000 bytes=20314087424 interval_clauses=1000000
c 00h02m11s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=53000000 bytes=20414763008 interval_clauses=1000000
c 00h02m11s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=54000000 bytes=20513234944 interval_clauses=1000000
c 00h02m12s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=55000000 bytes=20618559488 interval_clauses=1000000
c 00h02m12s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=56000000 bytes=20718546944 interval_clauses=1000000
c 00h02m13s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=57000000 bytes=20815736832 interval_clauses=1000000
c 00h02m13s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=58000000 bytes=20921851904 interval_clauses=1000000
c 00h02m14s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=59000000 bytes=21022187520 interval_clauses=1000000
c 00h02m14s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=60000000 bytes=21122736128 interval_clauses=1000000
c 00h02m15s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=61000000 bytes=21223002112 interval_clauses=1000000
c 00h02m15s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=62000000 bytes=21329362944 interval_clauses=1000000
c 00h02m16s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=63000000 bytes=21429620736 interval_clauses=1000000
c 00h02m16s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=64000000 bytes=21527920640 interval_clauses=1000000
c 00h02m17s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=65000000 bytes=21629009920 interval_clauses=1000000
c 00h02m17s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=66000000 bytes=21734350848 interval_clauses=1000000
c 00h02m18s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=67000000 bytes=21831356416 interval_clauses=1000000
c 00h02m18s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=68000000 bytes=21931266048 interval_clauses=1000000
c 00h02m19s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=69000000 bytes=22033498112 interval_clauses=1000000
c 00h02m19s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=70000000 bytes=22139707392 interval_clauses=1000000
c 00h02m20s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=71000000 bytes=22238076928 interval_clauses=1000000
c 00h02m20s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=72000000 bytes=22338101248 interval_clauses=1000000
c 00h02m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=73000000 bytes=22438256640 interval_clauses=1000000
c 00h02m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=74000000 bytes=22542942208 interval_clauses=1000000
c 00h02m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=75000000 bytes=22642077696 interval_clauses=1000000
c 00h02m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=76000000 bytes=22743130112 interval_clauses=1000000
c 00h02m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=77000000 bytes=22860644352 interval_clauses=1000000
c 00h02m23s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=78000000 bytes=22964330496 interval_clauses=1000000
c 00h02m23s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=79000000 bytes=23065133056 interval_clauses=1000000
c 00h02m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=80000000 bytes=23163875328 interval_clauses=1000000
c 00h02m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=81000000 bytes=23262244864 interval_clauses=1000000
c 00h02m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=82000000 bytes=23369900032 interval_clauses=1000000
c 00h02m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=83000000 bytes=23467360256 interval_clauses=1000000
c 00h02m26s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=84000000 bytes=23566299136 interval_clauses=1000000
c 00h02m26s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=85000000 bytes=23667978240 interval_clauses=1000000
c 00h02m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=86000000 bytes=23775211520 interval_clauses=1000000
c 00h02m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=87000000 bytes=23873978368 interval_clauses=1000000
c 00h02m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=88000000 bytes=23974854656 interval_clauses=1000000
c 00h02m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=89000000 bytes=24081764352 interval_clauses=1000000
c 00h02m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=90000000 bytes=24179933184 interval_clauses=1000000
c 00h02m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=91000000 bytes=24276774912 interval_clauses=1000000
c 00h02m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=92000000 bytes=24375197696 interval_clauses=1000000
c 00h02m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=93000000 bytes=24482365440 interval_clauses=1000000
c 00h02m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=94000000 bytes=24583630848 interval_clauses=1000000
c 00h02m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=95000000 bytes=24683745280 interval_clauses=1000000
c 00h02m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=96000000 bytes=24784019456 interval_clauses=1000000
c 00h02m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=97000000 bytes=24887926784 interval_clauses=1000000
c 00h02m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=98000000 bytes=24989523968 interval_clauses=1000000
c 00h02m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=99000000 bytes=25087897600 interval_clauses=1000000
c 00h02m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=100000000 bytes=25188413440 interval_clauses=1000000
c 00h02m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=101000000 bytes=25295101952 interval_clauses=1000000
c 00h02m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=102000000 bytes=25394028544 interval_clauses=1000000
c 00h02m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=103000000 bytes=25491812352 interval_clauses=1000000
c 00h02m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=104000000 bytes=25592471552 interval_clauses=1000000
c 00h02m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=105000000 bytes=25701302272 interval_clauses=1000000
c 00h02m36s | stage:encode(log-scop):done ms=64518 sat_vars=68711598 sat_clauses=105552899 ext_ge_specs=0 relaxed_circuits=0 log_scop_pb_constraints=11500301 log_scop_pb_mixed=0 log_scop_pb_bdd2=11500301 log_scop_pb_bdd3=0 log_scop_pb_sorter=0 log_scop_pb_dadda=0 log_scop_bdd_raw=11500301 log_scop_bdd_binary=0 log_scop_bdd_multibase=0
c 00h02m48s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h02m48s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=1 cop_cegar_rounds=1 assumptions=0 phase_lits=0
c 00h03m29s | stage:sat:solve:done round=1 ms=41129 result=Sat assumptions=0 phase_lits=0
c 00h03m29s | stage:decode:start round=1 requested_int_ids=789
c 00h03m31s | stage:decode:final:start round=1 requested_int_ids=789
c 00h03m31s | stage:decode:done round=1 int_assignments=789
c 00h03m31s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=1 cumulative_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=1 cop_cegar_added_clauses=0
c 00h03m31s | result:Sat
c 00h03m32s | objective:incumbent kind=initial value=25791 rounds=1 improvements=0
o 25791
c 00h03m32s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h03m32s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=2 cop_cegar_rounds=2 assumptions=0 phase_lits=6235
c 00h03m58s | stage:sat:solve:done round=1 ms=25804 result=Sat assumptions=0 phase_lits=6235
c 00h03m58s | stage:decode:start round=1 requested_int_ids=789
c 00h05m06s | stage:relaxation:done round=1 clauses_added=23113 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=23113 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=2 cumulative_cegar_added_clauses=0 cop_cegar_failures=1 cop_cegar_rounds=2 cop_cegar_added_clauses=23113
c 00h05m08s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=3 cop_cegar_rounds=3 assumptions=0 phase_lits=6235
c 00h06m03s | stage:sat:solve:done round=2 ms=54883 result=Sat assumptions=0 phase_lits=6235
c 00h06m03s | stage:decode:start round=2 requested_int_ids=789
c 00h06m03s | stage:decode:final:start round=2 requested_int_ids=789
c 00h06m04s | stage:decode:done round=2 int_assignments=789
c 00h06m04s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=3 cumulative_cegar_added_clauses=0 cop_cegar_failures=1 cop_cegar_rounds=3 cop_cegar_added_clauses=23113
c 00h06m04s | result:Sat
c 00h06m05s | objective:incumbent kind=improvement value=24031 rounds=2 improvements=1
o 24031
c 00h06m05s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h06m05s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=4 cop_cegar_rounds=4 assumptions=0 phase_lits=6235
c 00h06m36s | stage:sat:solve:done round=1 ms=31317 result=Sat assumptions=0 phase_lits=6235
c 00h06m36s | stage:decode:start round=1 requested_int_ids=789
c 00h07m35s | stage:relaxation:done round=1 clauses_added=19 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=19 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=4 cumulative_cegar_added_clauses=0 cop_cegar_failures=2 cop_cegar_rounds=4 cop_cegar_added_clauses=23132
c 00h07m36s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=5 cop_cegar_rounds=5 assumptions=0 phase_lits=6235
c 00h08m02s | stage:sat:solve:done round=2 ms=26213 result=Sat assumptions=0 phase_lits=6235
c 00h08m02s | stage:decode:start round=2 requested_int_ids=789
c 00h08m03s | stage:decode:final:start round=2 requested_int_ids=789
c 00h08m04s | stage:decode:done round=2 int_assignments=789
c 00h08m04s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=5 cumulative_cegar_added_clauses=0 cop_cegar_failures=2 cop_cegar_rounds=5 cop_cegar_added_clauses=23132
c 00h08m04s | result:Sat
c 00h08m04s | objective:incumbent kind=improvement value=23007 rounds=3 improvements=2
o 23007
c 00h08m04s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h08m04s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=6 cop_cegar_rounds=6 assumptions=0 phase_lits=6235
c 00h08m31s | stage:sat:solve:done round=1 ms=26138 result=Sat assumptions=0 phase_lits=6235
c 00h08m31s | stage:decode:start round=1 requested_int_ids=789
c 00h09m29s | stage:relaxation:done round=1 clauses_added=20 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=20 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=6 cumulative_cegar_added_clauses=0 cop_cegar_failures=3 cop_cegar_rounds=6 cop_cegar_added_clauses=23152
c 00h09m31s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=7 cop_cegar_rounds=7 assumptions=0 phase_lits=6235
c 00h10m01s | stage:sat:solve:done round=2 ms=29899 result=Sat assumptions=0 phase_lits=6235
c 00h10m01s | stage:decode:start round=2 requested_int_ids=789
c 00h10m01s | stage:decode:final:start round=2 requested_int_ids=789
c 00h10m02s | stage:decode:done round=2 int_assignments=789
c 00h10m02s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=7 cumulative_cegar_added_clauses=0 cop_cegar_failures=3 cop_cegar_rounds=7 cop_cegar_added_clauses=23152
c 00h10m02s | result:Sat
c 00h10m03s | objective:incumbent kind=improvement value=22687 rounds=4 improvements=3
o 22687
c 00h10m03s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h10m03s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=8 cop_cegar_rounds=8 assumptions=0 phase_lits=6235
c 00h10m35s | stage:sat:solve:done round=1 ms=31549 result=Sat assumptions=0 phase_lits=6235
c 00h10m35s | stage:decode:start round=1 requested_int_ids=789
c 00h11m33s | stage:relaxation:done round=1 clauses_added=22 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=22 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=8 cumulative_cegar_added_clauses=0 cop_cegar_failures=4 cop_cegar_rounds=8 cop_cegar_added_clauses=23174
c 00h11m34s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=9 cop_cegar_rounds=9 assumptions=0 phase_lits=6235
c 00h12m02s | stage:sat:solve:done round=2 ms=27727 result=Sat assumptions=0 phase_lits=6235
c 00h12m02s | stage:decode:start round=2 requested_int_ids=789
c 00h12m03s | stage:decode:final:start round=2 requested_int_ids=789
c 00h12m04s | stage:decode:done round=2 int_assignments=789
c 00h12m04s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=9 cumulative_cegar_added_clauses=0 cop_cegar_failures=4 cop_cegar_rounds=9 cop_cegar_added_clauses=23174
c 00h12m04s | result:Sat
c 00h12m04s | objective:incumbent kind=improvement value=22651 rounds=5 improvements=4
o 22651
c 00h12m05s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h12m05s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=10 cop_cegar_rounds=10 assumptions=0 phase_lits=6235
c 00h12m33s | stage:sat:solve:done round=1 ms=28459 result=Sat assumptions=0 phase_lits=6235
c 00h12m33s | stage:decode:start round=1 requested_int_ids=789
c 00h13m32s | stage:relaxation:done round=1 clauses_added=22 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=22 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=10 cumulative_cegar_added_clauses=0 cop_cegar_failures=5 cop_cegar_rounds=10 cop_cegar_added_clauses=23196
c 00h13m33s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=11 cop_cegar_rounds=11 assumptions=0 phase_lits=6235
c 00h14m02s | stage:sat:solve:done round=2 ms=29204 result=Sat assumptions=0 phase_lits=6235
c 00h14m02s | stage:decode:start round=2 requested_int_ids=789
c 00h14m02s | stage:decode:final:start round=2 requested_int_ids=789
c 00h14m03s | stage:decode:done round=2 int_assignments=789
c 00h14m03s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=11 cumulative_cegar_added_clauses=0 cop_cegar_failures=5 cop_cegar_rounds=11 cop_cegar_added_clauses=23196
c 00h14m03s | result:Sat
c 00h14m04s | objective:incumbent kind=improvement value=22523 rounds=6 improvements=5
o 22523
c 00h14m04s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h14m04s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=12 cop_cegar_rounds=12 assumptions=0 phase_lits=6235
c 00h14m30s | stage:sat:solve:done round=1 ms=26377 result=Sat assumptions=0 phase_lits=6235
c 00h14m30s | stage:decode:start round=1 requested_int_ids=789
c 00h15m29s | stage:relaxation:done round=1 clauses_added=19 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=19 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=12 cumulative_cegar_added_clauses=0 cop_cegar_failures=6 cop_cegar_rounds=12 cop_cegar_added_clauses=23215
c 00h15m30s | stage:sat:solve:start round=2 circuit_cegar_rounds=- cumulative_cegar_rounds=13 cop_cegar_rounds=13 assumptions=0 phase_lits=6235
c 00h15m56s | stage:sat:solve:done round=2 ms=25960 result=Sat assumptions=0 phase_lits=6235
c 00h15m56s | stage:decode:start round=2 requested_int_ids=789
c 00h15m57s | stage:decode:final:start round=2 requested_int_ids=789
c 00h15m58s | stage:decode:done round=2 int_assignments=789
c 00h15m58s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=13 cumulative_cegar_added_clauses=0 cop_cegar_failures=6 cop_cegar_rounds=13 cop_cegar_added_clauses=23215
c 00h15m58s | result:Sat
c 00h15m58s | objective:incumbent kind=improvement value=21051 rounds=7 improvements=6
o 21051
c 00h15m59s | stage:sat:init solver=CaDiCaL vars=68711598 clauses=105552899
c 00h15m59s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=14 cop_cegar_rounds=14 assumptions=0 phase_lits=6235
c 00h16m23s | stage:sat:solve:done round=1 ms=23906 result=Sat assumptions=0 phase_lits=6235
c 00h16m23s | stage:decode:start round=1 requested_int_ids=789
c 00h17m21s | stage:relaxation:done round=1 clauses_added=23 circuit_clauses_added=0 cumulative_clauses_added=0 cop_clauses_added=23 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=14 cumulative_cegar_added_clauses=0 cop_cegar_failures=7 cop_cegar_rounds=14 cop_cegar_added_clauses=23238
