c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/AircraftAssemblyLine-1-178-50-2_c23.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h06m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=39000000 bytes=28826689536 interval_clauses=1000000
c 00h06m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=40000000 bytes=28832980992 interval_clauses=1000000
c 00h06m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=41000000 bytes=28837175296 interval_clauses=1000000
c 00h06m50s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=42000000 bytes=28845563904 interval_clauses=1000000
c 00h06m50s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=43000000 bytes=28851855360 interval_clauses=1000000
c 00h06m51s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=44000000 bytes=28858146816 interval_clauses=1000000
c 00h06m52s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=45000000 bytes=28866535424 interval_clauses=1000000
c 00h06m52s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=46000000 bytes=28872826880 interval_clauses=1000000
c 00h06m53s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=47000000 bytes=28881215488 interval_clauses=1000000
c 00h06m53s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=48000000 bytes=28887506944 interval_clauses=1000000
c 00h06m54s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=49000000 bytes=28893798400 interval_clauses=1000000
c 00h06m54s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=50000000 bytes=28900089856 interval_clauses=1000000
c 00h06m55s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=51000000 bytes=28906381312 interval_clauses=1000000
c 00h06m55s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=52000000 bytes=28912672768 interval_clauses=1000000
c 00h06m56s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=53000000 bytes=28918964224 interval_clauses=1000000
c 00h06m56s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=54000000 bytes=28927352832 interval_clauses=1000000
c 00h06m57s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=55000000 bytes=28933644288 interval_clauses=1000000
c 00h06m57s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=56000000 bytes=28942032896 interval_clauses=1000000
c 00h06m58s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=57000000 bytes=28948324352 interval_clauses=1000000
c 00h06m59s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=58000000 bytes=28954615808 interval_clauses=1000000
c 00h07m00s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=59000000 bytes=28963004416 interval_clauses=1000000
c 00h07m01s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=60000000 bytes=29007048704 interval_clauses=1000000
c 00h07m01s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=61000000 bytes=29017534464 interval_clauses=1000000
c 00h07m02s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=62000000 bytes=29025923072 interval_clauses=1000000
c 00h07m03s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=63000000 bytes=29028020224 interval_clauses=1000000
c 00h07m03s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=64000000 bytes=29032214528 interval_clauses=1000000
c 00h07m04s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=65000000 bytes=29036408832 interval_clauses=1000000
c 00h07m05s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=66000000 bytes=29038505984 interval_clauses=1000000
c 00h07m05s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=67000000 bytes=29040603136 interval_clauses=1000000
c 00h07m06s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=68000000 bytes=29044797440 interval_clauses=1000000
c 00h07m06s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=69000000 bytes=29048991744 interval_clauses=1000000
c 00h07m07s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=70000000 bytes=29051088896 interval_clauses=1000000
c 00h07m07s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=71000000 bytes=29053186048 interval_clauses=1000000
c 00h07m08s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=72000000 bytes=29055283200 interval_clauses=1000000
c 00h07m08s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=73000000 bytes=29059477504 interval_clauses=1000000
c 00h07m09s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=74000000 bytes=29065768960 interval_clauses=1000000
c 00h07m10s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=75000000 bytes=29069963264 interval_clauses=1000000
c 00h07m10s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=76000000 bytes=29076254720 interval_clauses=1000000
c 00h07m11s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=77000000 bytes=29082546176 interval_clauses=1000000
c 00h07m11s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=78000000 bytes=29086740480 interval_clauses=1000000
c 00h07m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=79000000 bytes=29090934784 interval_clauses=1000000
c 00h07m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=80000000 bytes=29095129088 interval_clauses=1000000
c 00h07m13s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=81000000 bytes=29102891008 interval_clauses=1000000
c 00h07m13s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=82000000 bytes=29107085312 interval_clauses=1000000
c 00h07m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=83000000 bytes=29114896384 interval_clauses=1000000
c 00h07m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=84000000 bytes=29119090688 interval_clauses=1000000
c 00h07m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=85000000 bytes=29125382144 interval_clauses=1000000
c 00h07m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=86000000 bytes=29130383360 interval_clauses=1000000
c 00h07m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=87000000 bytes=29136347136 interval_clauses=1000000
c 00h07m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=88000000 bytes=29142638592 interval_clauses=1000000
c 00h07m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=89000000 bytes=29148930048 interval_clauses=1000000
c 00h07m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=90000000 bytes=29155221504 interval_clauses=1000000
c 00h07m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=91000000 bytes=29159415808 interval_clauses=1000000
c 00h07m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=92000000 bytes=29165707264 interval_clauses=1000000
c 00h07m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=93000000 bytes=29171998720 interval_clauses=1000000
c 00h07m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=94000000 bytes=29178290176 interval_clauses=1000000
c 00h07m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=95000000 bytes=29182484480 interval_clauses=1000000
c 00h07m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=96000000 bytes=29188775936 interval_clauses=1000000
c 00h07m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=97000000 bytes=29192970240 interval_clauses=1000000
c 00h07m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=98000000 bytes=29199261696 interval_clauses=1000000
c 00h07m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=99000000 bytes=29203456000 interval_clauses=1000000
c 00h07m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=100000000 bytes=29209747456 interval_clauses=1000000
c 00h07m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=101000000 bytes=29216038912 interval_clauses=1000000
c 00h07m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=102000000 bytes=29222330368 interval_clauses=1000000
c 00h07m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=103000000 bytes=29226524672 interval_clauses=1000000
c 00h07m25s | stage:encode(order-ge):done ms=65801 sat_vars=41398023 sat_clauses=103233784 ext_ge_specs=417362 relaxed_circuits=0
s UNKNOWN
d SOLVE_ELAPSED_MS 1800065
d LAST_COMPLETED_STAGE encode(order-ge)
d STAGE_PROPAGATE_STATUS done
d STAGE_NORMALIZE_STATUS done
d STAGE_LOWER_STATUS done
d STAGE_POST_LOWER_STATUS done
d STAGE_PREENCODE_STATUS done
d STAGE_ENCODE_STATUS done
d STAGE_SAT_STATUS pending
d STAGE_DECODE_STATUS pending
d STAGE_RELAXATION_STATUS pending
d STAGE_DUMP_CNF_STATUS pending
d SOURCE_CONSTRAINTS 1869
d NORMALIZED_CONSTRAINTS 1869
d LOWERED_CONSTRAINTS 1869
d UNSUPPORTED_CONSTRAINTS 0
d SAT_VARS 41398023
d SAT_CLAUSES_BASE 103233784
d SAT_CLAUSES_FINAL 103233784
d SAT_CLAUSES_CEGAR_DELTA 0
d MEMORY_RSS_BYTES 29226524672
d MEMORY_RSS_AFTER_PROPAGATE_BYTES 6225920
d MEMORY_RSS_AFTER_LOWER_BYTES 4736188416
d MEMORY_RSS_AFTER_POST_LOWER_BYTES 19234848768
d MEMORY_RSS_BEFORE_PREENCODE_BYTES 19299151872
d MEMORY_RSS_AFTER_PREENCODE_BYTES 21496852480
d MEMORY_RSS_BEFORE_ENCODE_BYTES 21496852480
d MEMORY_RSS_ENCODE_SAMPLE_INTERVAL_CLAUSES 1000000
d MEMORY_RSS_ENCODE_SAMPLE_COUNT 122
d MEMORY_RSS_ENCODE_LAST_SAMPLE_CLAUSE 103000000
d MEMORY_RSS_ENCODE_LAST_SAMPLE_BYTES 29226524672
d MEMORY_RSS_ENCODE_MAX_SAMPLE_BYTES 29226524672
d MEMORY_GUARD_LIMIT_BYTES 68719476736
d MEMORY_GUARD_RESERVE_BYTES 10737418240
d MEMORY_GUARD_AVAILABLE_BYTES 36485206016
d MEMORY_GUARD_DECISION rss-monitor
d MEMORY_GUARD_REASON rss_available
d EXTPROP_CONSTRAINTS 417362
d EXTPROP_OBSERVED_VARS 10779659
d EXTPROP_OBSERVED_LITS 10779659
d EXTPROP_OBSERVED_LIT_OCCURRENCES 34427941
d EXTPROP_CALLBACK_CALLS 1458480
d EXTPROP_CALLBACK_NS 0
d EXTPROP_NOTIFY_ASSIGNMENT_CALLS 1458480
d EXTPROP_NOTIFY_ASSIGNMENT_NS 0
d EXTPROP_NOTIFY_ASSIGNMENT_LITS 1458480
d EXTPROP_NOTIFY_NEW_DECISION_LEVEL_CALLS 0
d EXTPROP_NOTIFY_NEW_DECISION_LEVEL_NS 0
d EXTPROP_NOTIFY_BACKTRACK_CALLS 0
d EXTPROP_NOTIFY_BACKTRACK_NS 0
d EXTPROP_CB_CHECK_FOUND_MODEL_CALLS 0
d EXTPROP_CB_CHECK_FOUND_MODEL_NS 0
d EXTPROP_CB_CHECK_FOUND_MODEL_REJECTS 0
d EXTPROP_CB_DECIDE_CALLS 0
d EXTPROP_CB_DECIDE_NS 0
d EXTPROP_CB_PROPAGATE_CALLS 0
d EXTPROP_CB_PROPAGATE_NS 0
d EXTPROP_PROPAGATED_LITS 0
d EXTPROP_CB_ADD_REASON_CLAUSE_LIT_CALLS 0
d EXTPROP_CB_ADD_REASON_CLAUSE_LIT_NS 0
d EXTPROP_REASON_CLAUSES 0
d EXTPROP_REASON_CLAUSE_LITS 0
d EXTPROP_REASON_CLAUSE_MAX_LEN 0
d EXTPROP_CB_HAS_EXTERNAL_CLAUSE_CALLS 0
d EXTPROP_CB_HAS_EXTERNAL_CLAUSE_NS 0
d EXTPROP_CB_ADD_EXTERNAL_CLAUSE_LIT_CALLS 0
d EXTPROP_CB_ADD_EXTERNAL_CLAUSE_LIT_NS 0
d EXTPROP_EXTERNAL_CLAUSES 0
d EXTPROP_EXTERNAL_CLAUSE_LITS 0
d EXTPROP_EXTERNAL_CLAUSE_MAX_LEN 0
d EXTPROP_STRONG_REASON_ATTEMPTS 0
d EXTPROP_STRONG_REASON_NS 0
d EXTPROP_STRONG_REASON_LIFTS 0
d EXTPROP_STRONG_REASON_DROPPED_TERMS 0
d LINEAR_INT_EQ_ARITY_STATS {"1":{"count":3434116,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"},"2":{"count":1290342,"max_domain_product_excluding_one_var":"4","p95_domain_product_excluding_one_var":"2"},"3":{"count":800,"max_domain_product_excluding_one_var":"7200","p95_domain_product_excluding_one_var":"5760"}}
d LINEAR_INT_NE_ARITY_STATS {}
d LINEAR_INT_GE_ARITY_STATS {"1":{"count":1718127,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"},"2":{"count":1437,"max_domain_product_excluding_one_var":"5557","p95_domain_product_excluding_one_var":"3861"},"150":{"count":23040,"max_domain_product_excluding_one_var":"324884983910055199344526161346560","p95_domain_product_excluding_one_var":"324884983910055199344526161346560"}}
d LINEAR_BOOL_MIXED_ARITY_STATS {"2":{"count":2192156,"max_domain_product_excluding_one_var":"2","p95_domain_product_excluding_one_var":"2"},"3":{"count":37942,"max_domain_product_excluding_one_var":"4","p95_domain_product_excluding_one_var":"4"},"4":{"count":44272,"max_domain_product_excluding_one_var":"8","p95_domain_product_excluding_one_var":"8"},"5":{"count":26365,"max_domain_product_excluding_one_var":"16","p95_domain_product_excluding_one_var":"16"},"6":{"count":27700,"max_domain_product_excluding_one_var":"32","p95_domain_product_excluding_one_var":"32"}}
d ROOT_LP_ENTERED 0
d ROOT_LP_STATUS skipped
d ROOT_LP_MS 0
d ROOT_LP_REASON --no-root-lp-bound
d PROPAGATE_PRUNED_VALUES 400806
d PROPAGATE_CHANGED_DOMAINS 149
d PROPAGATE_ENTAILED_TABLES 0
d POST_LOWER_ROUNDS 215
d POST_LOWER_TIGHTENED_DOMAINS 261
d POST_LOWER_REMOVED_CLAUSES 5996933
d POST_LOWER_REMOVED_LITS 2034666
d POST_LOWER_DETECTED_UNSAT 0
d PREENCODE_INT_VARS 5113011
d ENCODE_EXTERNAL_GE_SPECS 417362
d ENCODE_RELAXED_CIRCUITS 0
d MEMORY_RSS_BYTES 29226524672
d MEMORY_RSS_AFTER_PROPAGATE_BYTES 6225920
d MEMORY_RSS_AFTER_LOWER_BYTES 4736188416
d MEMORY_RSS_AFTER_POST_LOWER_BYTES 19234848768
d MEMORY_RSS_BEFORE_PREENCODE_BYTES 19299151872
d MEMORY_RSS_AFTER_PREENCODE_BYTES 21496852480
d MEMORY_RSS_BEFORE_ENCODE_BYTES 21496852480
d MEMORY_RSS_ENCODE_SAMPLE_INTERVAL_CLAUSES 1000000
d MEMORY_RSS_ENCODE_SAMPLE_COUNT 122
d MEMORY_RSS_ENCODE_LAST_SAMPLE_CLAUSE 103000000
d MEMORY_RSS_ENCODE_LAST_SAMPLE_BYTES 29226524672
d MEMORY_RSS_ENCODE_MAX_SAMPLE_BYTES 29226524672
d MEMORY_GUARD_LIMIT_BYTES 68719476736
d MEMORY_GUARD_RESERVE_BYTES 10737418240
d MEMORY_GUARD_AVAILABLE_BYTES 36485206016
d MEMORY_GUARD_DECISION rss-monitor
d MEMORY_GUARD_REASON rss_available
d CIRCUIT_CEGAR_FAILURES 0
d CIRCUIT_CEGAR_ROUNDS 0
d CIRCUIT_CEGAR_ADDED_CLAUSES 0
d CUMULATIVE_CEGAR_FAILURES 0
d CUMULATIVE_CEGAR_ROUNDS 0
d CUMULATIVE_CEGAR_ADDED_CLAUSES 0
d COP_CEGAR_FAILURES 0
d COP_CEGAR_ROUNDS 0
d COP_CEGAR_ADDED_CLAUSES 0
d CSV /bench/competition/2022-2025/COP22to25/AircraftAssemblyLine-1-178-50-2_c23.xml.lzma,unknown,1869,1869,1869,0,41398023,103233784,1800065,,,,,,,0,skipped,,,,,,0,,,,,,,timeout_signal,terminated_by_signal
signal=15; emitted fallback csv row
